#Institución,Sección,Nombre
0,,,Ayuntamiento de A Coruña
0,0,00,Ayuntamiento de A Coruña
0,0,10,"Alcaldía, Transparencia, Seguridad Ciudadana, Asesoría Jurídica y Política lingüística"
0,0,20,"Hacienda, Oficina Presupuestaria, Tesorería, Personal, Contratación, Concesiones e Informática"
0,0,30,"Urbanismo, Infraestructuras y equipamientos, Vivienda y Ordenación del puerto"
0,0,31,"Medio Ambiente y gestión de residuos y limpieza"
0,0,41,"Movilidad y accesibilidad, Tráfico, Concesiones de dominio público y Transporte"
0,0,50,"Cultura y conocimiento, Deporte, Memorias, IMCE"
0,0,51,"Servicios Sociales, Educación y Sanidad"
0,0,60,"Trabajo y empleo, Actividad económica, Comercio, Mercados y Ferias, Consumo y Actividad Comercial Portuaria"
0,0,70,"Igualdad, Colectivos minoritarios y minorizados, Planificación familiar, Lucha contra la violencia de género"
0,0,80,"Innovación democrática, Participación ciudadana, Descentralización de distritos y barrios, Juventud y Centro Municipal de Información Juvenil"
