#Institución,Sección,Nombre
0,0,40-2015,"Policía Local, Extinción de Incendios e Salvamento e Protección Civil"
0,0,41-2015,"Tráfico, Mobilidade e Uso e Utilización do Dominio Público (Autorizacións)"
0,0,50-2015,"Cultura, Instituto Municipal Coruña Espectáculos (IMCE) e Museos Científicos"
0,0,51-2015,Servizos Sociais
0,0,52-2015,"Educación, Deportes e Mocidade"
0,0,60-2015,"Emprego e Empresa, Turismo, Comercio, Porto, Mercados, Consumo e Participación cidadá"
#
# 2016-7
#
0,0,10-2016,"Alcaldía, Transparencia, Seguridade Cidadá, Asesoría Xurídica e Política lingüística"
0,0,20-2016,"Facenda, Oficina Orzamentaria, Tesourería, Persoal, Contratación, Concesións e Informática"
0,0,30-2016,"Urbanismo, Infraestruturas e equipamientos, Vivenda e Ordenación do porto"
0,0,31-2016,"Medio Ambiente e xestión de residuos e limpeza"
0,0,41-2016,"Mobilidade e accesibilidade, Tráfico, Concesións de dominio público e Transporte"
0,0,50-2016,"Cultura e coñecemento, Deporte, Memorias, IMCE"
0,0,51-2016,"Servizos Sociais, Educación e Sanidade"
0,0,60-2016,"Traballo e emprego, Actividade económica, Comercio, Mercados e Feiras, Consumo e Actividade Comercial Portuaria"
0,0,70-2016,"Igualdade, Colectivos minoritarios e minorizados, Planificación familiar, Loita contra a violencia de xénero"
0,0,80-2016,"Innovación democrática, Participación cidadá, Descentralización de distritos e barrios, Mocidade e Centro Municipal de Información Xuvenil"
#
0,0,10-2017,"Alcaldía, Transparencia, Seguridade Cidadá, Asesoría Xurídica e Política lingüística"
0,0,20-2017,"Facenda, Oficina Orzamentaria, Tesourería, Persoal, Contratación, Concesións e Informática"
0,0,30-2017,"Urbanismo, Infraestruturas e equipamientos, Vivenda e Ordenación do porto"
0,0,31-2017,"Medio Ambiente e xestión de residuos e limpeza"
0,0,41-2017,"Mobilidade e accesibilidade, Tráfico, Concesións de dominio público e Transporte"
0,0,50-2017,"Cultura e coñecemento, Deporte, Memorias, IMCE"
0,0,51-2017,"Servizos Sociais, Educación e Sanidade"
0,0,60-2017,"Traballo e emprego, Actividade económica, Comercio, Mercados e Feiras, Consumo e Actividade Comercial Portuaria"
0,0,70-2017,"Igualdade, Colectivos minoritarios e minorizados, Planificación familiar, Loita contra a violencia de xénero"
0,0,80-2017,"Innovación democrática, Participación cidadá, Descentralización de distritos e barrios, Mocidade e Centro Municipal de Información Xuvenil"
